"verbatimTypeStatus","standardTypeStatus","uri","checked","opinionBy","opinionDate"
"Holotype of Anomalurus beecrofti chapini (Allen, 1922)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Anoura geoffroyi peruana (Tschudi)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Anourosorex squamipes squamipes (Milne-Edwards)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ANOUS STOLIDUS RIDGWAYI, ANTHONY, A. W. 1898. TWO NEW BIRDS FROM THE PACIFIC COAST OF AMERICA. AUK, 36-38. PAGE 36, PUBLISHED JANUARY 1898.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Antechinus naso naso ((Jentink))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Antechinus naso tafa ((Tate & Archbold))","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ANTHUS RUBESCENS ALTICOLA, TODD, W. E. C. 1935. GEOGRAPHICAL VARIATION IN THE AMERICAN TITLARK. PROC. BIOL. SOC. WASH., 63-66. PAGE 64, PUBLISHED 3 MAY 1935.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ANTHUS RUBESCENS PACIFICUS, TODD, W. E. C. 1935. GEOGRAPHICAL VARIATION IN THE AMERICAN TITLARK. PROC. BIOL. SOC. WASH., 63-66. PAGE 63, PUBLISHED 3 MAY 1935.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Aonyx congicus","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Aotus lemurinus griseimembra (Elliot)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Aotus lemurinus lemurinus (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF APALIS CINEREA GRANDIS, BOULTON, R. 1931. NEW SPECIES AND SUBSPECIES OF AFRICAN BIRDS. ANNALS CARNEGIE MUSEUM, 43-56. PAGE 52, PUBLISHED 16 NOVEMBER 1931.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF APALIS RUFOGULARIS KIGEZI, KEITH, S., A. TWOMEY AND H. FRIEDMANN. 1967. A NEW SUBSPECIES OF APALIS RUFOGULARIS (FRASER) FROM UGANDA. BULL. BRIT. ORN. CLUB, 165-166. PAGE 165, PUBLISHED 4 DECEMBER 1967.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Aphelocoma californica cactophila","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF APHELOCOMA CALIFORNICA OBSCURA, ANTHONY, A. W. 1889. NEW BIRDS FROM LOWER CALIFORNIA, MEXICO. PROC. CALIF. ACAD. SCI. (2), 73-82. PAGE 75, PUBLISHED 11 OCTOBER 1889.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Apodemus alpicola (Heinrich)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF APOROPHIS MELANOCEPHALUS, GRIFFIN, 1915, MEM. CARNEGIE MUS., 7:171.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF APOSTOLEPIS TENUIS","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ARATINGA AERUGINOSA OCCIDENTALIS, TODD, W. E. C. 1915. PRELIMINARY DIAGNOSES OF APPARENTLY NEW SOUTH AMERICAN BIRDS ***INCORRECTLY LISTED AS RIO HACHA***. PROC. BIOL. SOC. WASH., 79-82. PAGE 81, PUBLISHED 13 APRIL 1915.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ARATINGA ASTEC MELLONI, TWOMEY, A. C. 1950. A NEW RACE OF PAROQUET OF THE SPECIES ARATINGA ASTEC FROM THE REPUBLIC OF HONDURAS. ANNALS CARNEGIE MUSEUM, 297-298. PAGE 297, PUBLISHED 28 APRIL 1950.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Arctictis whitei","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Ardops nichollsi koopmani","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ARISTELLIGER COCHRANAE","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ARREMON AURANTIIROSTRIS STRICTOCOLLARIS, TODD, W. E. C. 1922. NEW FORMS OF FINCHES AND TANAGERS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 89-94. PAGE 90, PUBLISHED 12 JULY 1922.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ARREMONOPS CHLORONOTA TWOMEYI, MONROE JR., B. L. 1963. NOTES ON THE AVIAN GENUS ARREMONOPS WITH DESCRIPTION OF A NEW SUBSPECIES FROM HONDURAS. OCC. PAPERS MUS. ZOOL. LSU, 1-12. PAGE 8, PUBLISHED 20 DECEMBER 1963.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ARREMONOPS CONIROSTRIS UMBRINUS, TODD, W. E. C. 1923. A SYNOPSIS OF THE GENUS ARREMONOPS. PROC. BIOL. SOC. WASH., 35-44. PAGE 38, PUBLISHED 28 MARCH 1923.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ARREMONOPS RUFIVIRGATUS RHYPTOTHORAX, PARKES, K. C. 1974. VARIATION IN THE OLIVE SPARROW IN THE YUCATAN PENINSULA. WILSON BULL., 293-295. PAGE 293, PUBLISHED 3 SEPTEMBER 1974.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ARREMONOPS TOCUYENSIS, TODD, W. E. C. 1912. DESCRIPTIONS OF SEVENTEEN NEW NEOTROPICAL BIRDS. ANNALS CARNEGIE MUSEUM, 198-214. PAGE 198, PUBLISHED 20 MAY 1912.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Artibeus concolor (Peters, 1865)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Artibeus fraterculus (Anthony, 1924)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Artibeus jamaicensis jamaicensis (Leach)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Artibeus jamaicensis jamaicensis (Leach, 1821)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Artibeus jamaicensis richardsoni","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Artibeus jamaicensis yucatanicus (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Artibeus lituratus (Olfers)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Artibeus lituratus lituratus ((Olfers))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Artibeus lituratus lituratus ((Olfers, 1818))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Artibeus lituratus palmarum (Allen & Chapman)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Artibeus obscurus ((Wied-Neuwied))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Artibeus toltecus hesperus (Davis, 1969)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Arvicanthis nairobae","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Aselliscus tricuspidatus koopmani (Schlitter et al., 1983)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ASPIDURA DERANIYAGALAE, GANS AND FETCHO, 1982, ANN. CARNEGIE MUS., 51:299","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ASTHENES D'ORBIGNYI CONSOBRINA, HELLMAYR, C. E. 1925. CATALOGUE OF BIRDS OF THE AMERICAS AND THE ADJACENT ISLANDS IN FIELD MUSEUM OF NATURAL HISTORY. FIELD MUS. ZOOL. SER., IV,390. PAGE 142, PUBLISHED 29 DECEMBER 1925.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ASTHENES WYATTI SANCTAE-MARTAE, TODD, W. E. C. 1950. TWO APPARENTLY NEW OVEN-BIRDS FROM COLOMBIA. PROC. BIOL. SOC. WASH., 85-88. PAGE 85, PUBLISHED 25 MAY 1950.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ASTUR TACHIRO ORIENTICOLA, OBERHOLSER, H. C. 1906. DESCRIPTION OF TWO NEW BIRDS FROM BRITISH EAST AFRICA. ANNALS CARNEGIE MUSEUM, 495-497. PAGE 495, PUBLISHED 16 MAY 1906.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ASTURINA NITIDA PALLIDA, TODD, W. E. C. 1915. PRELIMINARY DIAGNOSES OF SEVEN APPARENTLY NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 169-170. PAGE 170, PUBLISHED 29 NOVEMBER 1915.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ATELEODACNIS LEUCOGENYS CYANOCHROUS, TODD, W. E. C. 1924. DESCRIPTIONS OF EIGHT NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 121-124. PAGE 122, PUBLISHED 8 JULY 1924.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Atelerix albiventris ((Wagner))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Ateles chamek ((Humboldt))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Ateles fuscipes robustus (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ATELOPUS CARRIKERI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ATELOPUS WALKERI","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Atherurus macrourus ((Linneaus))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Atilax paludinosus macrodon (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ATLAPETES BRUNNEI-NUCHA ALLENI, PARKES, K. C. 1954. A REVISION OF THE NEOTROPICAL FINCH ATLAPETES BRUNNEI-NUCHA. CONDOR, 129-138. PAGE 135, PUBLISHED 21 MAY 1954.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ATLAPETES BRUNNEI-NUCHA ELSAE, PARKES, K. C. 1954. A REVISION OF THE NEOTROPICAL FINCH ATLAPETES BRUNNEI-NUCHA. CONDOR, 129-138. PAGE 135, PUBLISHED 21 MAY 1954.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ATLAPETES SEMIRUFUS MAJUSCULUS, TODD, W. E. C. 1919. DESCRIPTIONS OF APPARENTLY NEW COLOMBIAN BIRDS. PROC. BIOL. SOC. WASH., 113-118. PAGE 113, PUBLISHED 27 JUNE 1919.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ATRACTUS GAIGEAE","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ATRACTUS SANCTAEMARTAE","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ATRACTUS TAENIATUS, GRIFFIN, 1915, MEM. CARNEGIE MUS., 7:173","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ATTILA ARIZELUS, TODD, W. E. C. 1915. PRELIMINARY DIAGNOSES OF SEVEN APPARENTLY NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 169-170. PAGE 169, PUBLISHED 29 NOVEMBER 1915.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ATTILA CANICEPS, TODD, W. E. C. 1917. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM COLOMBIA AND BOLIVIA. PROC. BIOL. SOC. WASH., 3-6. PAGE 4, PUBLISHED 22 JANUARY 1917.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ATTILA IDIOTES, TODD, W. E. C. 1916. PRELIMINARY DIAGNOSES OF FIFTEEN APPARENTLY NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 95-98. PAGE 96, PUBLISHED 6 JUNE 1916.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF ATTILA NEOXENUS, TODD, W. E. C. 1917. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM COLOMBIA AND BOLIVIA. PROC. BIOL. SOC. WASH., 3-6. PAGE 4, PUBLISHED 22 JANUARY 1917.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Auliscomys pictus (The Coryndon Museum)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Auriparus flaviceps ignatius","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF AUTOMOLUS INFUSCATUS PURUSIANUS, TODD, W. E. C. 1948. CRITICAL REMARKS ON THE OVEN-BIRDS. ANNALS CARNEGIE MUSEUM, 33-43. PAGE 40, PUBLISHED 15 OCTOBER 1948.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Aviceda subcristata coultasi","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BACHIA PARKERI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BACHIA TALPA","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Baiomys musculus brunneus ((Allen & Chapman))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Baiomys musculus pallidus (Russell)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Baiomys taylori paulus ((Allen))","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BARISIA IMBRICATA JONESI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BARYPHTHENGUS MARTII COSTARICENSIS, TODD, W. E. C. 1943. TWO NEW BIRDS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 47-48. PAGE 48, PUBLISHED 16 JUNE 1943.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BASILEUTERUS AURICAPILLUS VIRIDESCENS, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA **INCORRECTLY LISTED IN TYPE CAT AS P.169**. PROC. BIOL. SOC. WASH., 169-174. PAGE 170, PUBLISHED 8 AUGUST 1913.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BASILEUTERUS CABANISI INDIGNUS, TODD, W. E. C. 1916. PRELIMINARY DIAGNOSES OF FIFTEEN APPARENTLY NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 95-98. PAGE 95, PUBLISHED 6 JUNE 1916.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BASILEUTERUS CORONATUS NOTIUS, TODD, W. E. C. 1929. A REVISION OF THE WOOD-WARBLER GENUS BASILEUTERUS AND ITS ALLIES ***ORIGINALLY SEXED MALE, CHANGED BY WECT***. PROC. U. S. NAT. MUS., 1-95. PAGE 33, PUBLISHED 1929.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BASILEUTERUS CORONATUS REGULUS, TODD, W. E. C. 1929. A REVISION OF THE WOOD-WARBLER GENUS BASILEUTERUS AND ITS ALLIES. PROC. U. S. NAT. MUS., 1-95. PAGE 36, PUBLISHED 1929.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BASILEUTERUS SIGNATUS FLAVOVIRENS, TODD, W. E. C. 1929. A REVISION OF THE WOOD-WARBLER GENUS BASILEUTERUS AND ITS ALLIES. PROC. U. S. NAT. MUS., 1-95. PAGE 45, PUBLISHED 1929.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BASILISCUS BARBOURI","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Bassaricyon gabbi richardsoni (Allen)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Bassariscus astutus macdougalli","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BATIS MARGARITAE, BOULTON, R. 1934. NEW BIRDS FROM ANGOLA. PROC. BIOL. SOC. WASH., 45-48. PAGE 47, PUBLISHED 9 FEBRUARY 1934.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Bauerus dubiaquercus (Van Gelder, 1959)","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Blarina brevicauda","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Blarina brevicauda ((Say))","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BOA CONSTRICTOR MELANOGASTER","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BOIGA DENDROPHILA DIVERGENS, TAYLOR, 1922, PHILIPPINE BUR. SCI., PUBL. 16:201","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BOLITOGLOSSA EPIMELA","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BOLITOGLOSSA HARTWEGI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BOLITOGLOSSA SAVAGEI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BOLITOGLOSSA STUARTI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BOLITOGLOSSA WALKERI","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Bolomys lasiurus ((Lund))","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BONASA UMBELLUS CANESCENS, TODD, W. E. C. 1940. EASTERN RACES OF THE RUFFED GROUSE **LAT 50.53N**. AUK, 390-397. PAGE 395, PUBLISHED JULY 1940. NAME WAS FOUND TO BE USED PREVIOUSLY - SEE REMARKS","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BONASA UMBELLUS MEDIANUS, TODD, W. E. C. 1940. EASTERN RACES OF THE RUFFED GROUSE. AUK, 57: 390-397. PAGE 394, PUBLISHED JULY 1940.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BONASA UMBELLUS MONTICOLA, TODD, W. E. C. 1940. EASTERN RACES OF THE RUFFED GROUSE. AUK, 390-397. PAGE 392, PUBLISHED JULY 1940.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BOTHROPS NEUWIEDI BOLIVIANUS, AMARAL, 1927, BULL. ANTIVENIN INST. AMERICA, 1:6","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BOULENGERULA FISCHERI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BRACHYGALBA PHAEONOTA, TODD, W. E. C. 1943. STUDIES IN THE JACAMARS AND PUFF-BIRDS. ANNALS CARNEGIE MUSEUM, 1-18. PAGE 10, PUBLISHED 20 OCTOBER 1943.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BRACHYMELES BURKSI, TAYLOR, 1917, PHILIPPINE JOUR. SCI., (D) 12:275","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Brachypteryx poliogyna mindorensis (Hartert, 1916)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BRACHYRAMPHUS HYPOLEUCUS PONTILIS, VAN ROSSEM, A. J. 1939. SOME NEW RACES OF BIRDS FROM MEXICO. ANNALS MAG. NAT. HIST. (SER.11, 439-443. PAGE 441, PUBLISHED OCTOBER 1939.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BRACHYSPIZA CAPENSIS ARGENTINA, TODD, W. E. C. 1920. DESCRIPTIONS OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 71-76. PAGE 71, PUBLISHED 30 DECEMBER 1920.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BRACHYSPIZA CAPENSIS HYPOLEUCA, TODD, W. E. C. 1915. PRELIMINARY DIAGNOSES OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 79-82. PAGE 79, PUBLISHED 13 APRIL 1915.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BRADYPTERUS MARIAE BOULTONI, CHAPIN, J. P. 1948. TWO NEW PASSERINE BIRDS FROM ANGOLA. ANNALS CARNEGIE MUSEUM, 1-4. PAGE 1, PUBLISHED 26 FEBRUARY 1948.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Bradypterus montis timorensis","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BRANTA CANADENSIS INTERIOR, TODD, W. E. C. 1938. A NEW EASTERN RACE OF THE CANADA GOOSE. AUK, 661-662. PAGE 662, PUBLISHED OCTOBER 1938.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Brassomys albidens (2009)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BROOKESIA AMBREENSIS","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BROOKESIA ANTAKARANA","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BROOKESIA BEKOLOSY","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BROOKESIA LINEATA","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BROOKESIA LOLONTANY","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BROTOGERIS JUGULARIS EXSUL, TODD, W. E. C. 1917. NEW GENERA, SPECIES, AND SUBSPECIES OF SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 127-130. PAGE 129, PUBLISHED 27 JULY 1917.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BUARREMON PHAEOPLEURUS EXORTUS, TODD, W. E. C. 1932. SEVEN APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 215-220. PAGE 219, PUBLISHED 26 NOVEMBER 1932.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BUBO AFRICANUS TANAE, KEITH, S., AND A. TWOMEY. 1968. NEW DISTRIBUTIONAL RECORDS OF SOME EAST AFRICAN BIRDS. IBIS, 537-548. PAGE 539, PUBLISHED 1 OCTOBER 1968.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BUBO VIRGINIANUS ELUTUS, TODD, W. E. C. 1917. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM COLOMBIA AND BOLIVIA. PROC. BIOL. SOC. WASH., 3-6. PAGE 6, PUBLISHED 22 JANUARY 1917.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BUFO EXSUL","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BUFO FLUVIATICUS, SCHWARTZ, 1972, J. HERPETOL., 6:226","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BUFO GRANULOSUS GOELDII","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BUFO GRANULOSUS LUTZI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BUFO IBARRAI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BUFO PERIPATETES","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BUFO PISINNUS","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BUFO QUECHUA, GALLARDO, 1961, BREVIORA, 141:4","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BUFO TACANENSIS","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BUFO VALLICEPS WILSONI","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Bunomys andrewsi ((Allen))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Bunomys chrysocomus ((Hoffmann))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Bunomys heinrichi ((Tate & Archbold))","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BUTEO JAMAICENSIS ABIETICOLA, TODD, W. E. C. 1950. A NORTHERN RACE OF RED-TAILED HAWK **TAKEN WITH 2 EGGS**. ANNALS CARNEGIE MUSEUM, 289-296. PAGE 291, PUBLISHED 25 APRIL 1950.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BUTEOGALLUS ANTHRACINUS UTILENSIS, TWOMEY, A. C. 1956. A NEW RACE OF BLACK HAWK OF THE SPECIES BUTEOGALLUS ANTHRACINUS FROM THE REPUBLIC OF HONDURAS. ANNALS CARNEGIE MUSEUM, 387-389. PAGE 387, PUBLISHED 8 FEBRUARY 1956.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF BUTORIDES VIRESCENS CURACENSIS, OBERHOLSER, H. C. 1912. A REVISION OF THE SUBSPECIES OF THE GREEN HERON (BUTORIDES VIRESCENS [LINNAEUS]). PROC. U.S. NATIONAL MUSEUM, 529-577. PAGE 573, PUBLISHED 29 AUGUST 1912.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of C. melopomene albidior","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF CAECILIA ABITAGUAE","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF CAECILIA CORPULENTA","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF CAECILIA DUNNI","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF CAECILIA PERDITA","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Caenolestes caniventer","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Caenolestes convelatus","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Caenolestes fuliginosus ((Tomes))","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF CALAMARIA GERVAISII IRIDESCENS, TAYLOR, 1917, PHILIPPINE JOUR. SCI., (D) 12:360","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF CALIDRIS MARITIMA BELCHERI, ENGELMOER, M., AND C. S. ROSELAAR. 1998. GEOGRAPHICAL VARIATION IN WADERS. KLUWER ACADEMIC PUBLISHERS, XII,331. PAGE 141, PUBLISHED 1998.","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Callicebus torquatus lugens ((Humboldt))","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF CALLISCINCOPUS AGILIS","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Callosciurus erythraeus insularis ((Allen))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Callosciurus erythraeus sladeni ((Anderson))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Callosciurus phayrei ((Blyth))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Callosciurus quinquestriatus ((Anderson))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Calomys lepidus carillus ((The Coryndon Museum))","holotype",,1,"John Wieczorek","2017-08-25"
"Holotype of Calomyscus mystax (Kashkarov)","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF CALUMMA AMBER","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF CALUMMA CRYPTICUM","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF CALUMMA TSYCORNE","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF CAMPTOSTOMA IMBERBE THYELLOPHILA, PARKES, K. C., AND A. R. PHILLIPS. 1999. A NEW SUBSPECIES OF THE NORTHERN BEARDLESS-TYRANNULET CAMPTOSTOMA IMBERBE. BULL. BRIT. ORN. CLUB, 59-62. PAGE 60, PUBLISHED 23 MARCH 1999.","holotype",,1,"John Wieczorek","2017-08-25"
"HOLOTYPE OF CAMPYLORHAMPHUS PROCURVOIDES SUCCESSOR, TODD, W. E. C. 1948. CRITICAL REMARKS ON THE WOOD-HEWERS. ANNALS CARNEGIE MUSEUM, 5-18. PAGE 13, PUBLISHED 2 JULY 1948.","holotype",,1,"John Wieczorek","2017-08-25"
