preparations	standard	vetted
TISSUE - 50; SKIN - 1; THIN SECTION - 1	tissue - 50 | skin - 1 | thin section - 1	1
TISSUE - 50; SKIN - 50	tissue - 50 | skin - 50	1
TISSUE - 50; SYRINX - 1; SKIN - 1	tissue - 50 | syrinx - 1 | skin - 1	1
TISSUE - 50; TISSUE - 1; SKEL - 1	tissue - 50 | tissue - 1 | skeleton - 1	1
TISSUE - 50; WINGS_TAIL - 1	tissue - 50 | wings_tail - 1	1
TISSUE - 50; WINGS_TAIL - 1; SKEL - 1	tissue - 50 | wings_tail - 1 | skeleton - 1	1
TISSUE - 50; WINGS_TAIL - 1; SKIN - 1	tissue - 50 | wings_tail - 1 | skin - 1	1
TISSUE - NULL; FLUID - 1	tissue - null | fluid - 1	1
TISSUE - NULL; SKEL - 1	tissue - null | skeleton - 1	1
TISSUE - NULL; SKIN - 1	tissue - null | skin - 1	1
TISSUE ,FEATHERS	feathers | tissue	1
TISSUE ,FEATHERS ,SKEL	feathers | skeleton | tissue	1
TISSUE ,FEATHERS ,SKEL ,WING	feathers | skeleton | tissue | wing	1
TISSUE ,SKEL	skeleton | tissue	1
TISSUE ,SKEL ,FEATHERS ,WING	feathers | skeleton | tissue | wing	1
TISSUE ,SKEL ,WING	skeleton | tissue | wing	1
TISSUE ,SKEL ,WING ,FEATHERS	feathers | skeleton | tissue | wing	1
TISSUE ,SKIN	skin | tissue	1
TISSUE ,WING	tissue | wing	1
TISSUE ,WING ,SKEL	skeleton | tissue | wing	1
TISSUE ,WING ,SKEL ,FEATHERS	feathers | skeleton | tissue | wing	1
TISSUE 2001	tissue	1
TISSUE 2003	tissue	1
TISSUE 2005	tissue	1
TISSUE 2006	tissue	1
TISSUE 2007	tissue	1
TISSUE 2008	tissue	1
TISSUE 2009	tissue	1
TISSUE 2010	tissue	1
TISSUE 2011	tissue	1
TISSUE 2012	tissue	1
TISSUE 2013	tissue	1
TISSUE 2014	tissue	1
TISSUE 2015	tissue	1
TISSUE 2016	tissue	1
TISSUE 2017	tissue	1
TISSUE 2018	tissue	1
TISSUE 2019	tissue	1
TISSUE 2021	tissue	1
TISSUE 2025	tissue	1
TISSUE 2029	tissue	1
TISSUE 2030	tissue	1
TISSUE 2035	tissue	1
TISSUE 2036	tissue	1
TISSUE 2038	tissue	1
TISSUE 2040	tissue	1
TISSUE 2041	tissue	1
TISSUE 2042	tissue	1
TISSUE 2043	tissue	1
TISSUE 2044	tissue	1
TISSUE 2046	tissue	1
TISSUE 2049	tissue	1
TISSUE 2050	tissue	1
TISSUE 2051	tissue	1
TISSUE 2052	tissue	1
TISSUE 2053	tissue	1
TISSUE 2055	tissue	1
TISSUE 2056	tissue	1
TISSUE 2057	tissue	1
TISSUE 2058	tissue	1
TISSUE 2059	tissue	1
TISSUE 2061	tissue	1
TISSUE 2062	tissue	1
TISSUE 2064	tissue	1
TISSUE 2065	tissue	1
TISSUE 2066	tissue	1
TISSUE 2067	tissue	1
TISSUE 2069	tissue	1
TISSUE 2070	tissue	1
TISSUE 2071	tissue	1
TISSUE 2073	tissue	1
TISSUE 2074	tissue	1
TISSUE 2076	tissue	1
TISSUE 2077	tissue	1
TISSUE 2078	tissue	1
TISSUE 2079	tissue	1
TISSUE 2080	tissue	1
TISSUE 2081	tissue	1
TISSUE 2082	tissue	1
TISSUE 2083	tissue	1
TISSUE 2084	tissue	1
TISSUE 2085	tissue	1
TISSUE 2087	tissue	1
TISSUE 2091	tissue	1
TISSUE 2092	tissue	1
TISSUE 2098	tissue	1
TISSUE 2106	tissue	1
TISSUE 2111	tissue	1
TISSUE 2114	tissue	1
TISSUE 2118	tissue	1
TISSUE 2119	tissue	1
TISSUE 2120	tissue	1
TISSUE 2264	tissue	1
TISSUE 4001	tissue	1
TISSUE 4002	tissue	1
TISSUE 4003	tissue	1
TISSUE 4004	tissue	1
TISSUE 4005	tissue	1
TISSUE 4006	tissue	1
TISSUE 4008	tissue	1
TISSUE 4009	tissue	1
TISSUE 4010	tissue	1
TISSUE 4011	tissue	1
TISSUE 4012	tissue	1
TISSUE 4013	tissue	1
TISSUE 4015	tissue	1
TISSUE 4016	tissue	1
TISSUE 4018	tissue	1
TISSUE 4019	tissue	1
TISSUE 4021	tissue	1
TISSUE 4022	tissue	1
TISSUE 4023	tissue	1
TISSUE 4024	tissue	1
TISSUE 4025	tissue	1
TISSUE 4026	tissue	1
TISSUE 4027	tissue	1
TISSUE 4028	tissue	1
TISSUE 4029	tissue	1
TISSUE 4031	tissue	1
TISSUE 4032	tissue	1
TISSUE 4033	tissue	1
TISSUE 4034	tissue	1
TISSUE 4035	tissue	1
TISSUE 4036	tissue	1
TISSUE 4038	tissue	1
TISSUE 4040	tissue	1
TISSUE 4041	tissue	1
TISSUE 4042	tissue	1
TISSUE 4043	tissue	1
TISSUE 4044	tissue	1
TISSUE 4046	tissue	1
TISSUE 4047	tissue	1
TISSUE 4048	tissue	1
TISSUE 4049	tissue	1
TISSUE 4053	tissue	1
TISSUE 4054	tissue	1
TISSUE 4055	tissue	1
TISSUE 4056	tissue	1
TISSUE 4057	tissue	1
TISSUE 4058	tissue	1
TISSUE 4059	tissue	1
TISSUE 4060	tissue	1
TISSUE 4064	tissue	1
TISSUE 4065	tissue	1
TISSUE 4067	tissue	1
TISSUE 4068	tissue	1
TISSUE 4069	tissue	1
TISSUE 4070	tissue	1
TISSUE 4071	tissue	1
TISSUE 4072	tissue	1
TISSUE 4073	tissue	1
TISSUE 4074	tissue	1
TISSUE 4075	tissue	1
TISSUE 4076	tissue	1
TISSUE 4077	tissue	1
TISSUE 4079	tissue	1
TISSUE 4080	tissue	1
TISSUE 4081	tissue	1
TISSUE 4082	tissue	1
TISSUE 4083	tissue	1
TISSUE 4084	tissue	1
TISSUE 4086	tissue	1
TISSUE 4087	tissue	1
TISSUE 4088	tissue	1
TISSUE 4089	tissue	1
TISSUE 4090	tissue	1
TISSUE 4091	tissue	1
TISSUE 4092	tissue	1
TISSUE 4093	tissue	1
TISSUE 4094	tissue	1
TISSUE 4095	tissue	1
TISSUE 4096	tissue	1
TISSUE 4097	tissue	1
TISSUE 4098	tissue	1
TISSUE 4099	tissue	1
TISSUE 4104	tissue	1
TISSUE 4106	tissue	1
TISSUE 4108	tissue	1
TISSUE 4114	tissue	1
TISSUE 4115	tissue	1
TISSUE 4117	tissue	1
TISSUE 4119	tissue	1
TISSUE 4120	tissue	1
TISSUE 4122	tissue	1
TISSUE 4125	tissue	1
TISSUE 4128	tissue	1
TISSUE 4129	tissue	1
TISSUE 4130	tissue	1
TISSUE 4131	tissue	1
TISSUE 4132	tissue	1
TISSUE 4133	tissue	1
TISSUE 4135	tissue	1
TISSUE 4139	tissue	1
TISSUE 4147	tissue	1
TISSUE 4148	tissue	1
TISSUE 4150	tissue	1
TISSUE 4151	tissue	1
TISSUE 4152	tissue	1
TISSUE 4153	tissue	1
TISSUE 4155	tissue	1
TISSUE 4156	tissue	1
TISSUE 4157	tissue	1
TISSUE 4158	tissue	1
TISSUE 4161	tissue	1
TISSUE 4162	tissue	1
TISSUE 4163	tissue	1
TISSUE 4165	tissue	1
TISSUE 4167	tissue	1
TISSUE 4199	tissue	1
TISSUE 4208	tissue	1
TISSUE 4213	tissue	1
TISSUE 4216	tissue	1
TISSUE 4222	tissue	1
TISSUE 4233	tissue	1
TISSUE 4244	tissue	1
TISSUE 4245	tissue	1
TISSUE 4249	tissue	1
TISSUE 4250	tissue	1
TISSUE 4253	tissue	1
TISSUE 4258	tissue	1
TISSUE 4264	tissue	1
TISSUE 4267	tissue	1
TISSUE 4283	tissue	1
TISSUE 4291	tissue	1
TISSUE 4293	tissue	1
TISSUE 4296	tissue	1
TISSUE 4312	tissue	1
TISSUE 4317	tissue	1
TISSUE 4321	tissue	1
TISSUE 4323	tissue	1
TISSUE 4325	tissue	1
TISSUE 4352	tissue	1
TISSUE 4353	tissue	1
TISSUE 4356	tissue	1
TISSUE 4357	tissue	1
TISSUE 4363	tissue	1
TISSUE 4370	tissue	1
TISSUE 4371	tissue	1
TISSUE 4374	tissue	1
TISSUE 4375	tissue	1
TISSUE 4395	tissue	1
TISSUE 4396	tissue	1
TISSUE 4401	tissue	1
TISSUE 4404	tissue	1
TISSUE 4405	tissue	1
TISSUE 4407	tissue	1
TISSUE 4410	tissue	1
TISSUE 4413	tissue	1
TISSUE 4421	tissue	1
TISSUE 4423	tissue	1
TISSUE 4425	tissue	1
TISSUE 4428	tissue	1
TISSUE 4429	tissue	1
TISSUE 4436	tissue	1
TISSUE 4470	tissue	1
TISSUE 4521	tissue	1
TISSUE 4592	tissue	1
TISSUE 4654	tissue	1
TISSUE 4655	tissue	1
TISSUE 4656	tissue	1
TISSUE 4657	tissue	1
TISSUE 4658	tissue	1
TISSUE 4660	tissue	1
TISSUE 4661	tissue	1
TISSUE 4662	tissue	1
TISSUE 4663	tissue	1
TISSUE 4664	tissue	1
TISSUE 4722	tissue	1
TISSUE 4724	tissue	1
TISSUE 4734	tissue	1
TISSUE 4735	tissue	1
TISSUE 4742	tissue	1
TISSUE 4745	tissue	1
TISSUE 4746	tissue	1
TISSUE 4747	tissue	1
TISSUE 4748	tissue	1
TISSUE 4749	tissue	1
TISSUE 4752	tissue	1
TISSUE 4797	tissue	1
TISSUE 4807	tissue	1
TISSUE 4821	tissue	1
TISSUE 4829	tissue	1
TISSUE 4830	tissue	1
TISSUE 4831	tissue	1
TISSUE 4903	tissue	1
TISSUE 4904	tissue	1
TISSUE 4906	tissue	1
TISSUE 4978	tissue	1
TISSUE 4995	tissue	1
TISSUE 4999	tissue	1
TISSUE 5000	tissue	1
TISSUE 5001	tissue	1
TISSUE 5002	tissue	1
TISSUE 5003	tissue	1
TISSUE 5004	tissue	1
TISSUE 5005	tissue	1
TISSUE 5006	tissue	1
TISSUE 5007	tissue	1
TISSUE 5008	tissue	1
TISSUE 5009	tissue	1
TISSUE 5010	tissue	1
TISSUE 5011	tissue	1
TISSUE 5012	tissue	1
TISSUE 5013	tissue	1
TISSUE 5015	tissue	1
TISSUE 5016	tissue	1
TISSUE 5017	tissue	1
TISSUE 5018	tissue	1
TISSUE 5019	tissue	1
TISSUE 5020	tissue	1
TISSUE 5022	tissue	1
TISSUE 5023	tissue	1
TISSUE 5025	tissue	1
TISSUE 5026	tissue	1
TISSUE 5027	tissue	1
TISSUE 5028	tissue	1
TISSUE 5030	tissue	1
TISSUE 5031	tissue	1
TISSUE 5032	tissue	1
TISSUE 5033	tissue	1
TISSUE 5035	tissue	1
TISSUE 5037	tissue	1
TISSUE 5038	tissue	1
TISSUE 5039	tissue	1
TISSUE 5040	tissue	1
TISSUE 5041	tissue	1
TISSUE 5042	tissue	1
TISSUE 5043	tissue	1
TISSUE 5044	tissue	1
TISSUE 5045	tissue	1
TISSUE 5046	tissue	1
TISSUE 5047	tissue	1
TISSUE 5048	tissue	1
TISSUE 5049	tissue	1
TISSUE 5050	tissue	1
TISSUE 5051	tissue	1
TISSUE 5052	tissue	1
TISSUE 5053	tissue	1
TISSUE 5054	tissue	1
TISSUE 5055	tissue	1
TISSUE 5056	tissue	1
TISSUE 5057	tissue	1
TISSUE 5058	tissue	1
TISSUE 5059	tissue	1
TISSUE 5061	tissue	1
TISSUE 5062	tissue	1
TISSUE 5063	tissue	1
TISSUE 5065	tissue	1
TISSUE 5066	tissue	1
TISSUE 5067	tissue	1
TISSUE 5068	tissue	1
TISSUE 5069	tissue	1
TISSUE 5070	tissue	1
TISSUE 5071	tissue	1
TISSUE 5072	tissue	1
TISSUE 5074	tissue	1
TISSUE 5075	tissue	1
TISSUE 5076	tissue	1
TISSUE 5077	tissue	1
TISSUE 5078	tissue	1
TISSUE 5079	tissue	1
TISSUE 5080	tissue	1
TISSUE 5081	tissue	1
TISSUE 5082	tissue	1
TISSUE 5083	tissue	1
TISSUE 5084	tissue	1
TISSUE 5085	tissue	1
TISSUE 5086	tissue	1
TISSUE 5087	tissue	1
TISSUE 5088	tissue	1
TISSUE 5091	tissue	1
TISSUE 5092	tissue	1
TISSUE 5093	tissue	1
TISSUE 5094	tissue	1
TISSUE 5095	tissue	1
TISSUE 5096	tissue	1
TISSUE 5097	tissue	1
TISSUE 5098	tissue	1
TISSUE 5099	tissue	1
TISSUE 5100	tissue	1
TISSUE 5101	tissue	1
TISSUE 5102	tissue	1
TISSUE 5103	tissue	1
TISSUE 5104	tissue	1
TISSUE 5105	tissue	1
TISSUE 5107	tissue	1
TISSUE 5108	tissue	1
TISSUE 5109	tissue	1
TISSUE 5110	tissue	1
TISSUE 5111	tissue	1
TISSUE 5112	tissue	1
TISSUE 5113	tissue	1
TISSUE 5114	tissue	1
TISSUE 5115	tissue	1
TISSUE 5116	tissue	1
TISSUE 5117	tissue	1
TISSUE 5118	tissue	1
TISSUE 5119	tissue	1
TISSUE 5120	tissue	1
TISSUE 5121	tissue	1
TISSUE 5122	tissue	1
TISSUE 5123	tissue	1
TISSUE 5124	tissue	1
TISSUE 5125	tissue	1
TISSUE 5126	tissue	1
TISSUE 5127	tissue	1
TISSUE 5128	tissue	1
TISSUE 5129	tissue	1
TISSUE 5130	tissue	1
TISSUE 5131	tissue	1
TISSUE 5132	tissue	1
TISSUE 5133	tissue	1
TISSUE 5134	tissue	1
TISSUE 5135	tissue	1
TISSUE 5136	tissue	1
TISSUE 5137	tissue	1
TISSUE 5139	tissue	1
TISSUE 5140	tissue	1
TISSUE 5141	tissue	1
TISSUE 5142	tissue	1
TISSUE 5143	tissue	1
TISSUE 5144	tissue	1
TISSUE 5145	tissue	1
TISSUE 5146	tissue	1
TISSUE 5147	tissue	1
TISSUE 5148	tissue	1
TISSUE 5149	tissue	1
TISSUE 5150	tissue	1
TISSUE 5151	tissue	1
TISSUE 5152	tissue	1
TISSUE 5153	tissue	1
TISSUE 5154	tissue	1
TISSUE 5155	tissue	1
TISSUE 5156	tissue	1
TISSUE 5157	tissue	1
TISSUE 5158	tissue	1
TISSUE 5159	tissue	1
TISSUE 5160	tissue	1
TISSUE 5161	tissue	1
TISSUE 5162	tissue	1
TISSUE 5163	tissue	1
TISSUE 5164	tissue	1
TISSUE 5165	tissue	1
TISSUE 5166	tissue	1
TISSUE 5167	tissue	1
TISSUE 5168	tissue	1
TISSUE 5169	tissue	1
TISSUE 5170	tissue	1
TISSUE 5171	tissue	1
TISSUE 5172	tissue	1
TISSUE 5173	tissue	1
TISSUE 5174	tissue	1
TISSUE 5175	tissue	1
TISSUE 5176	tissue	1
TISSUE 5177	tissue	1
TISSUE 5178	tissue	1
TISSUE 5179	tissue	1
TISSUE 5180	tissue	1
TISSUE 5181	tissue	1
TISSUE 5182	tissue	1
TISSUE 5183	tissue	1
TISSUE 5184	tissue	1
TISSUE 5185	tissue	1
TISSUE 5187	tissue	1
TISSUE 5188	tissue	1
TISSUE 5189	tissue	1
TISSUE 5190	tissue	1
TISSUE 5191	tissue	1
TISSUE 5192	tissue	1
TISSUE 5193	tissue	1
TISSUE 5195	tissue	1
TISSUE 5196	tissue	1
TISSUE 5197	tissue	1
TISSUE 5198	tissue	1
TISSUE 5199	tissue	1
TISSUE 5200	tissue	1
TISSUE 5201	tissue	1
TISSUE 5202	tissue	1
TISSUE 5203	tissue	1
TISSUE 5204	tissue	1
TISSUE 5206	tissue	1
TISSUE 5207	tissue	1
TISSUE 5208	tissue	1
TISSUE 5209	tissue	1
TISSUE 5210	tissue	1
TISSUE 5211	tissue	1
TISSUE 5212	tissue	1
TISSUE 5213	tissue	1
TISSUE 5214	tissue	1
TISSUE 5215	tissue	1
TISSUE 5216	tissue	1
TISSUE 5217	tissue	1
TISSUE 5218	tissue	1
TISSUE 5219	tissue	1
TISSUE 5220	tissue	1
TISSUE 5221	tissue	1
TISSUE 5222	tissue	1
TISSUE 5223	tissue	1
TISSUE 5224	tissue	1
TISSUE 5225	tissue	1
TISSUE 5226	tissue	1
TISSUE 5227	tissue	1
TISSUE 5228	tissue	1
TISSUE 5230	tissue	1
TISSUE 5231	tissue	1
TISSUE 5232	tissue	1
TISSUE 5233	tissue	1
TISSUE 5234	tissue	1
TISSUE 5235	tissue	1
TISSUE 5236	tissue	1
TISSUE 5237	tissue	1
TISSUE 5239	tissue	1
TISSUE 5240	tissue	1
TISSUE 5241	tissue	1
TISSUE 5242	tissue	1
TISSUE 5243	tissue	1
TISSUE 5244	tissue	1
TISSUE 5245	tissue	1
TISSUE 5246	tissue	1
TISSUE 5247	tissue	1
TISSUE 5249	tissue	1
TISSUE 5250	tissue	1
TISSUE 5251	tissue	1
TISSUE 5252	tissue	1
TISSUE 5253	tissue	1
TISSUE 5254	tissue	1
TISSUE 5255	tissue	1
TISSUE 5256	tissue	1
TISSUE 5257	tissue	1
TISSUE 5258	tissue	1
TISSUE 5259	tissue	1
TISSUE 5260	tissue	1
TISSUE 5261	tissue	1
TISSUE 5262	tissue	1
TISSUE 5263	tissue	1
TISSUE 5264	tissue	1
TISSUE 5265	tissue	1
TISSUE 5266	tissue	1
TISSUE 5267	tissue	1
TISSUE 5268	tissue	1
TISSUE 5269	tissue	1
TISSUE 5270	tissue	1
TISSUE 5271	tissue	1
TISSUE 5272	tissue	1
TISSUE 5273	tissue	1
TISSUE 5275	tissue	1
TISSUE 5276	tissue	1
TISSUE 5288	tissue	1
TISSUE 5311	tissue	1
TISSUE 5383	tissue	1
TISSUE 5391	tissue	1
TISSUE 5400	tissue	1
TISSUE 5753	tissue	1
TISSUE 5852	tissue	1
TISSUE 5863	tissue	1
TISSUE 5897	tissue	1
TISSUE 6027	tissue	1
TISSUE 6068	tissue	1
TISSUE 6072	tissue	1
TISSUE 6092	tissue	1
TISSUE 6121	tissue	1
TISSUE 6122	tissue	1
TISSUE 6123	tissue	1
TISSUE 6203	tissue	1
TISSUE 6236	tissue	1
TISSUE 6241	tissue	1
TISSUE 6252	tissue	1
TISSUE 6256	tissue	1
TISSUE 6273	tissue	1
TISSUE 6275	tissue	1
TISSUE 6295	tissue	1
TISSUE 6298	tissue	1
TISSUE 6333	tissue	1
TISSUE 6334	tissue	1
TISSUE 6338	tissue	1
TISSUE 6344	tissue	1
TISSUE 6390	tissue	1
TISSUE 6391	tissue	1
TISSUE 6407	tissue	1
TISSUE 6409	tissue	1
TISSUE 6417	tissue	1
TISSUE 6420	tissue	1
TISSUE 6432	tissue	1
TISSUE 6453	tissue	1
TISSUE 6504	tissue	1
TISSUE 6533	tissue	1
TISSUE 6538	tissue	1
TISSUE 6544	tissue	1
TISSUE 6563	tissue	1
TISSUE 6564	tissue	1
TISSUE 6573	tissue	1
TISSUE 6575	tissue	1
TISSUE 6599	tissue	1
TISSUE 6601	tissue	1
TISSUE 6610	tissue	1
TISSUE 6657	tissue	1
TISSUE 6658	tissue	1
TISSUE 6666	tissue	1
TISSUE 6719	tissue	1
TISSUE 6720	tissue	1
TISSUE 6721	tissue	1
TISSUE 6725	tissue	1
TISSUE 6726	tissue	1
TISSUE 6727	tissue	1
TISSUE 6737	tissue	1
TISSUE 6740	tissue	1
TISSUE 6741	tissue	1
TISSUE 6744	tissue	1
TISSUE 6745	tissue	1
TISSUE 6746	tissue	1
TISSUE 6759	tissue	1
TISSUE 6761	tissue	1
TISSUE 6864	tissue	1
TISSUE 6865	tissue	1
TISSUE 6893	tissue	1
TISSUE 6898	tissue	1
TISSUE 6907	tissue	1
TISSUE 6926	tissue	1
TISSUE 6930	tissue	1
TISSUE 6934	tissue	1
TISSUE 6946	tissue	1
TISSUE 6948	tissue	1
TISSUE 6955	tissue	1
TISSUE 6960	tissue	1
TISSUE 6995	tissue	1
TISSUE 7012	tissue	1
TISSUE 7033	tissue	1
TISSUE 7037	tissue	1
TISSUE 7040	tissue	1
TISSUE 7043	tissue	1
TISSUE 7057	tissue	1
TISSUE 7079	tissue	1
TISSUE 7087	tissue	1
TISSUE 7106	tissue	1
TISSUE 7109	tissue	1
TISSUE 7115	tissue	1
TISSUE 7116	tissue	1
TISSUE 7117	tissue	1
TISSUE 7123	tissue	1
TISSUE 7132	tissue	1
TISSUE 7133	tissue	1
TISSUE 7134	tissue	1
TISSUE 7135	tissue	1
TISSUE 7142	tissue	1
TISSUE 7143	tissue	1
TISSUE 7148	tissue	1
TISSUE 7150	tissue	1
TISSUE 7163	tissue	1
TISSUE 7164	tissue	1
TISSUE 7166	tissue	1
TISSUE 7168	tissue	1
TISSUE 7184	tissue	1
TISSUE 7193	tissue	1
TISSUE 7195	tissue	1
TISSUE 7196	tissue	1
TISSUE 7200	tissue	1
TISSUE 7205	tissue	1
TISSUE 7211	tissue	1
TISSUE 7221	tissue	1
TISSUE 7230	tissue	1
TISSUE 7236	tissue	1
TISSUE 7237	tissue	1
TISSUE 7238	tissue	1
TISSUE 7247	tissue	1
TISSUE 7250	tissue	1
TISSUE 7251	tissue	1
TISSUE 7272	tissue	1
TISSUE 7276	tissue	1
TISSUE 7277	tissue	1
TISSUE 7280	tissue	1
TISSUE 7286	tissue	1
TISSUE 7287	tissue	1
TISSUE 7293	tissue	1
TISSUE 7294	tissue	1
TISSUE 7295	tissue	1
TISSUE 7296	tissue	1
TISSUE 7302	tissue	1
TISSUE 7318	tissue	1
TISSUE 7319	tissue	1
TISSUE 7327	tissue	1
TISSUE 7330	tissue	1
TISSUE 7333	tissue	1
TISSUE 7335	tissue	1
TISSUE 7337	tissue	1
TISSUE 7341	tissue	1
TISSUE 7364	tissue	1
TISSUE 7377	tissue	1
TISSUE 7378	tissue	1
TISSUE 7387	tissue	1
TISSUE 7429	tissue	1
TISSUE 7438	tissue	1
TISSUE 7462	tissue	1
TISSUE 7474	tissue	1
TISSUE 7479	tissue	1
TISSUE 7480	tissue	1
TISSUE 7481	tissue	1
TISSUE 7483	tissue	1
TISSUE 7485	tissue	1
TISSUE 7488	tissue	1
TISSUE 7531	tissue	1
TISSUE 7538	tissue	1
TISSUE 7548	tissue	1
TISSUE 7550	tissue	1
TISSUE 7551	tissue	1
TISSUE 7567	tissue	1
TISSUE 7580	tissue	1
TISSUE 7581	tissue	1
TISSUE 7584	tissue	1
TISSUE 7585	tissue	1
TISSUE 7586	tissue	1
TISSUE 7588	tissue	1
TISSUE 7589	tissue	1
TISSUE 7610	tissue	1
TISSUE 7633	tissue	1
TISSUE 7643	tissue	1
TISSUE 7649	tissue	1
TISSUE 7657	tissue	1
TISSUE 7665	tissue	1
TISSUE 7673	tissue	1
TISSUE 7674	tissue	1
TISSUE 7690	tissue	1
TISSUE 7693	tissue	1
TISSUE 7694	tissue	1
TISSUE 7695	tissue	1
TISSUE 7699	tissue	1
TISSUE 7700	tissue	1
TISSUE 7703	tissue	1
TISSUE 7708	tissue	1
TISSUE 7713	tissue	1
TISSUE 7741	tissue	1
TISSUE 7768	tissue	1
TISSUE 7775	tissue	1
TISSUE 7776	tissue	1
TISSUE 7777	tissue	1
TISSUE 7785	tissue	1
TISSUE 7788	tissue	1
TISSUE 7791	tissue	1
TISSUE 7811	tissue	1
TISSUE 7824	tissue	1
TISSUE 7877	tissue	1
TISSUE 7898	tissue	1
TISSUE 7899	tissue	1
TISSUE 7914	tissue	1
TISSUE 7918	tissue	1
TISSUE 7921	tissue	1
TISSUE 7926	tissue	1
TISSUE 7928	tissue	1
TISSUE 7930	tissue	1
TISSUE 7931	tissue	1
TISSUE 7933	tissue	1
TISSUE 7937	tissue	1
TISSUE 7940	tissue	1
TISSUE 7942	tissue	1
TISSUE 7954	tissue	1
TISSUE 7958	tissue	1
TISSUE 7959	tissue	1
TISSUE 7979	tissue	1
TISSUE 7981	tissue	1
TISSUE 7983	tissue	1
TISSUE 8002	tissue	1
TISSUE 8004	tissue	1
TISSUE 8060	tissue	1
TISSUE 8109	tissue	1
TISSUE 8110	tissue	1
TISSUE 8119	tissue	1
TISSUE 8120	tissue	1
TISSUE 8127	tissue	1
TISSUE 8128	tissue	1
TISSUE 8130	tissue	1
TISSUE 8135	tissue	1
TISSUE 8181	tissue	1
TISSUE 8183	tissue	1
TISSUE 8190	tissue	1
TISSUE 8191	tissue	1
TISSUE 8197	tissue	1
TISSUE 8200	tissue	1
TISSUE 8202	tissue	1
TISSUE 8203	tissue	1
TISSUE 8205	tissue	1
TISSUE 8213	tissue	1
TISSUE 8217	tissue	1
TISSUE 8221	tissue	1
TISSUE 8223	tissue	1
TISSUE 8225	tissue	1
TISSUE 8231	tissue	1
TISSUE 8232	tissue	1
TISSUE 8235	tissue	1
TISSUE 8237	tissue	1
TISSUE 8240	tissue	1
TISSUE 8243	tissue	1
TISSUE 8251	tissue	1
TISSUE 8253	tissue	1
TISSUE 8255	tissue	1
TISSUE 8256	tissue	1
TISSUE 8257	tissue	1
TISSUE 8258	tissue	1
TISSUE 8259	tissue	1
TISSUE 8260	tissue	1
TISSUE 8261	tissue	1
TISSUE 8262	tissue	1
TISSUE 8263	tissue	1
TISSUE 8264	tissue	1
TISSUE 8265	tissue	1
TISSUE 8266	tissue	1
TISSUE 8267	tissue	1
TISSUE 8268	tissue	1
TISSUE 8269	tissue	1
TISSUE 8270	tissue	1
TISSUE 8271	tissue	1
TISSUE 8272	tissue	1
TISSUE 8273	tissue	1
TISSUE 8274	tissue	1
TISSUE 8275	tissue	1
TISSUE 8276	tissue	1
TISSUE 8277	tissue	1
TISSUE 8278	tissue	1
TISSUE 8279	tissue	1
TISSUE 8280	tissue	1
TISSUE 8305	tissue	1
TISSUE 8309	tissue	1
TISSUE, C&S	cleared and stained | tissue	1
TISSUE, C&S, FLUID	cleared and stained | fluid | tissue	1
TISSUE, DRY	dry | tissue	1
TISSUE, DRY, FLUID	dry | fluid | tissue	1
TISSUE, FLUID	fluid | tissue	1
TISSUE, FLUID, FLUID	fluid | tissue	1
TISSUE, FLUID, MICROTECHNIQUE	fluid | microtechnique | tissue	1
TISSUE, FLUID, MICROTECHNIQUE, MICROTECHNIQUE	fluid | microtechnique | tissue	1
TISSUE, FLUID, MICROTECHNIQUE, MICROTECHNIQUE, MICROTECHNIQUE	fluid | microtechnique | tissue	1
TISSUE, FLUID, RECORDING	fluid | recording | tissue	1
TISSUE, MICROTECHNIQUE, FLUID	fluid | microtechnique | tissue	1
TISSUE, MICROTECHNIQUE, FLUID, MICROTECHNIQUE, MICROTECHNIQUE	fluid | microtechnique | tissue	1
TISSUE, MICROTECHNIQUE, MICROTECHNIQUE, FLUID, MICROTECHNIQUE	fluid | microtechnique | tissue	1
TISSUE, PHOTO	photo | tissue	1
TISSUE, RECORDING, FLUID	fluid | recording | tissue	1
TISSUE, TISSUE	tissue	1
TISSUE, WING	tissue | wing	1
TISSUE, WINGS	tissue | wings	1
TISSUE; ROUND SKIN	round skin | tissue	1
TISSUE; SCHMOO	schmoo | tissue	1
TISSUE; SKEL	skeleton | tissue	1
TISSUE; SKIN	skin | tissue	1
TISSUE; SYRINX; SKEL; SKIN/TOE CLIP	skeleton | syrinx | tissue	1
TISSUE; TAIL	tail | tissue	1
TISSUE; WING	tissue | wing	1
TISSUE; WINGS_TAIL	tail | tissue | wings	1
TISSUES	tissues	1
TK	tusk	1
TN	skin in alcohol | skeleton | tissue	1
TO	skeleton | tissue	1
TOOTH	tooth	1
TOOTH (DRY)	tooth	1
TOOTH/BACULUM	baculum | tooth	1
TRACK		1
TRAP		1
TRUNK SKEL	trunk skeleton	1
TRUNK SKELETON	trunk skeleton	1
TRUNK SKELETON, ONE EYE RING	trunk skeleton | eye ring	1
TRUNK SKELETON, ONE EYE RING AND HYOID APPARATUS	trunk skeleton | eye ring | hyoid apparatus	1
TRUNK SKELETON, TWO EYE RINGS AND HYOID APPARATUS	trunk skeleton | eye rings | hyoid apparatus	1
TS	alcoholic skin | tissue	1
TS, 70% ETOH	tissue | 70% alcohol	1
TUSKS	tusks	1
TWO WINGS/TAIL	tail | wings	1
U	unknown	1
